708,584
709,202
710,667
711,285
712,609
713,298
714,376
715,680
716,507
717,565
718,489
719,652
720,325
721,305
722,210
723,299
724,178
725,730
726,427
727,260
728,207
729,628
730,160
731,203
732,432
733,203
734,262
735,253
736,206
737,386
738,196
739,378
740,334
741,117
742,550
743,497
744,208
745,590
746,605
747,275
748,668
749,258
750,278
751,379
752,674
753,629
754,180
755,375
756,628
757,434
758,346
759,385
760,171
761,202
762,246
763,132
764,305
765,337
766,156
767,578
768,283
769,241
770,299
771,288
772,395
773,229
774,171
775,633
776,614
777,306
778,442
779,309
780,370
781,411
782,322
783,683
784,234
785,361
786,380
787,238
788,592
789,622
790,334
791,249
792,385
793,408
794,607
795,411
796,240
797,360
798,197
799,239
800,371
801,671
802,226
803,554
804,239
805,259
806,110
807,290
808,143
809,152
810,233
811,411
812,583
813,489
814,414
815,566
816,737
817,117
818,419
819,344
820,191
821,232
822,244
823,266
824,323
825,252
826,155
827,340
828,171
829,386
830,501
831,438
832,712
833,239
834,646
835,557
836,464
837,274
838,393
839,364
840,689
841,113
842,283
843,354
844,468
845,313
846,730
847,402
848,339
849,260
850,308
851,203
852,530
853,149
854,521
855,270
856,369
857,173
858,507
859,458
860,584
861,237
862,660
863,203
864,691
865,456
866,562
867,494
868,262
869,342
870,678
871,555
872,322
873,711
874,653
875,226
876,182
877,343
878,540
879,421
881,633
882,345
883,283
884,144
885,268
886,364
887,584
888,487
889,498
890,405
891,298
892,297
893,291
894,588
895,202
896,734
897,153
898,445
899,546
900,360
901,219
902,232
903,246
904,224
905,582
906,333
907,453
908,241
909,462
910,335
911,314
912,362
913,255
914,299
915,479
916,263
917,476
918,307
919,130
920,461
921,604
922,403
923,265
924,457
925,311
926,390
927,618
928,360
929,135
930,194
931,370
932,300
933,348
934,311
935,197
936,174
937,368
938,441
939,193
